DateRange,INVertor Power (MW),SoC
01.05.2024 14:15 - 01.05.2024 14:30,5.26,97.50
01.05.2024 14:30 - 01.05.2024 14:45,5.26,98.75
01.05.2024 14:45 - 01.05.2024 15:00,5.26,100.00
01.05.2024 15:00 - 01.05.2024 15:15,0.00,100.00
01.05.2024 15:15 - 01.05.2024 15:30,0.00,100.00
01.05.2024 15:30 - 01.05.2024 15:45,0.00,100.00
01.05.2024 15:45 - 01.05.2024 16:00,0.00,100.00
01.05.2024 16:00 - 01.05.2024 16:15,0.00,100.00
01.05.2024 16:15 - 01.05.2024 16:30,0.00,100.00
01.05.2024 16:30 - 01.05.2024 16:45,0.00,100.00
01.05.2024 16:45 - 01.05.2024 17:00,0.00,100.00
01.05.2024 17:00 - 01.05.2024 17:15,-23.75,93.75
01.05.2024 17:15 - 01.05.2024 17:30,-23.75,87.50
01.05.2024 17:30 - 01.05.2024 17:45,-23.75,81.25
01.05.2024 17:45 - 01.05.2024 18:00,-23.75,75.00
01.05.2024 18:00 - 01.05.2024 18:15,-23.75,68.75
01.05.2024 18:15 - 01.05.2024 18:30,-23.75,62.50
01.05.2024 18:30 - 01.05.2024 18:45,-23.75,56.25
01.05.2024 18:45 - 01.05.2024 19:00,-23.75,50.00
01.05.2024 19:00 - 01.05.2024 19:15,0.00,50.00
01.05.2024 19:15 - 01.05.2024 19:30,0.00,50.00
01.05.2024 19:30 - 01.05.2024 19:45,0.00,50.00
01.05.2024 19:45 - 01.05.2024 20:00,0.00,50.00
01.05.2024 20:00 - 01.05.2024 20:15,0.00,50.00
01.05.2024 20:15 - 01.05.2024 20:30,0.00,50.00
01.05.2024 20:30 - 01.05.2024 20:45,0.00,50.00
01.05.2024 20:45 - 01.05.2024 21:00,0.00,50.00
01.05.2024 21:00 - 01.05.2024 21:15,0.00,50.00
01.05.2024 21:15 - 01.05.2024 21:30,0.00,50.00
01.05.2024 21:30 - 01.05.2024 21:45,0.00,50.00
01.05.2024 21:45 - 01.05.2024 22:00,0.00,50.00
01.05.2024 22:00 - 01.05.2024 22:15,0.00,50.00
01.05.2024 22:15 - 01.05.2024 22:30,0.00,50.00
01.05.2024 22:30 - 01.05.2024 22:45,0.00,50.00
01.05.2024 22:45 - 01.05.2024 23:00,0.00,50.00
01.05.2024 23:00 - 01.05.2024 23:15,-23.75,43.75
01.05.2024 23:15 - 01.05.2024 23:30,-23.75,37.50
01.05.2024 23:30 - 01.05.2024 23:45,-23.75,31.25
01.05.2024 23:45 - 02.05.2024 00:00,-23.75,25.00
02.05.2024 00:00 - 02.05.2024 00:15,0.00,25.00
02.05.2024 00:15 - 02.05.2024 00:30,0.00,25.00
02.05.2024 00:30 - 02.05.2024 00:45,0.00,25.00
02.05.2024 00:45 - 02.05.2024 01:00,0.00,25.00
02.05.2024 01:00 - 02.05.2024 01:15,0.00,25.00
02.05.2024 01:15 - 02.05.2024 01:30,0.00,25.00
02.05.2024 01:30 - 02.05.2024 01:45,0.00,25.00
02.05.2024 01:45 - 02.05.2024 02:00,0.00,25.00
02.05.2024 02:00 - 02.05.2024 02:15,0.00,25.00
02.05.2024 02:15 - 02.05.2024 02:30,0.00,25.00
02.05.2024 02:30 - 02.05.2024 02:45,0.00,25.00
02.05.2024 02:45 - 02.05.2024 03:00,0.00,25.00
02.05.2024 03:00 - 02.05.2024 03:15,0.00,25.00
02.05.2024 03:15 - 02.05.2024 03:30,0.00,25.00
02.05.2024 03:30 - 02.05.2024 03:45,0.00,25.00
02.05.2024 03:45 - 02.05.2024 04:00,0.00,25.00
02.05.2024 04:00 - 02.05.2024 04:15,0.00,25.00
02.05.2024 04:15 - 02.05.2024 04:30,0.00,25.00
02.05.2024 04:30 - 02.05.2024 04:45,0.00,25.00
02.05.2024 04:45 - 02.05.2024 05:00,0.00,25.00
02.05.2024 05:00 - 02.05.2024 05:15,-23.75,18.75
02.05.2024 05:15 - 02.05.2024 05:30,-23.75,12.50
02.05.2024 05:30 - 02.05.2024 05:45,-23.75,6.25
02.05.2024 05:45 - 02.05.2024 06:00,-23.75,0.00
02.05.2024 06:00 - 02.05.2024 06:15,0.00,0.00
02.05.2024 06:15 - 02.05.2024 06:30,0.00,0.00
02.05.2024 06:30 - 02.05.2024 06:45,0.00,0.00
02.05.2024 06:45 - 02.05.2024 07:00,0.00,0.00
02.05.2024 07:00 - 02.05.2024 07:15,0.00,0.00
02.05.2024 07:15 - 02.05.2024 07:30,0.00,0.00
02.05.2024 07:30 - 02.05.2024 07:45,0.00,0.00
02.05.2024 07:45 - 02.05.2024 08:00,0.00,0.00
02.05.2024 08:00 - 02.05.2024 08:15,0.00,0.00
02.05.2024 08:15 - 02.05.2024 08:30,0.00,0.00
02.05.2024 08:30 - 02.05.2024 08:45,0.00,0.00
02.05.2024 08:45 - 02.05.2024 09:00,0.00,0.00
02.05.2024 09:00 - 02.05.2024 09:15,0.00,0.00
02.05.2024 09:15 - 02.05.2024 09:30,0.00,0.00
02.05.2024 09:30 - 02.05.2024 09:45,0.00,0.00
02.05.2024 09:45 - 02.05.2024 10:00,0.00,0.00
02.05.2024 10:00 - 02.05.2024 10:15,25.00,5.94
02.05.2024 10:15 - 02.05.2024 10:30,25.00,11.87
02.05.2024 10:30 - 02.05.2024 10:45,25.00,17.81
02.05.2024 10:45 - 02.05.2024 11:00,25.00,23.75
02.05.2024 11:00 - 02.05.2024 11:15,25.00,29.69
02.05.2024 11:15 - 02.05.2024 11:30,25.00,35.62
02.05.2024 11:30 - 02.05.2024 11:45,25.00,41.56
02.05.2024 11:45 - 02.05.2024 12:00,25.00,47.50
02.05.2024 12:00 - 02.05.2024 12:15,25.00,53.44
02.05.2024 12:15 - 02.05.2024 12:30,25.00,59.37
02.05.2024 12:30 - 02.05.2024 12:45,25.00,65.31
02.05.2024 12:45 - 02.05.2024 13:00,25.00,71.25
02.05.2024 13:00 - 02.05.2024 13:15,25.00,77.19
02.05.2024 13:15 - 02.05.2024 13:30,25.00,83.12
02.05.2024 13:30 - 02.05.2024 13:45,25.00,89.06
02.05.2024 13:45 - 02.05.2024 14:00,25.00,95.00
02.05.2024 14:00 - 02.05.2024 14:15,5.26,96.25
02.05.2024 14:15 - 02.05.2024 14:30,5.26,97.50
02.05.2024 14:30 - 02.05.2024 14:45,5.26,98.75
02.05.2024 14:45 - 02.05.2024 15:00,5.26,100.00
02.05.2024 15:00 - 02.05.2024 15:15,0.00,100.00
02.05.2024 15:15 - 02.05.2024 15:30,0.00,100.00
02.05.2024 15:30 - 02.05.2024 15:45,0.00,100.00
02.05.2024 15:45 - 02.05.2024 16:00,0.00,100.00
02.05.2024 16:00 - 02.05.2024 16:15,0.00,100.00
02.05.2024 16:15 - 02.05.2024 16:30,0.00,100.00
02.05.2024 16:30 - 02.05.2024 16:45,0.00,100.00
02.05.2024 16:45 - 02.05.2024 17:00,0.00,100.00
02.05.2024 17:00 - 02.05.2024 17:15,0.00,100.00
02.05.2024 17:15 - 02.05.2024 17:30,0.00,100.00
02.05.2024 17:30 - 02.05.2024 17:45,0.00,100.00
02.05.2024 17:45 - 02.05.2024 18:00,0.00,100.00
02.05.2024 18:00 - 02.05.2024 18:15,-23.75,93.75
02.05.2024 18:15 - 02.05.2024 18:30,-23.75,87.50
02.05.2024 18:30 - 02.05.2024 18:45,-23.75,81.25
02.05.2024 18:45 - 02.05.2024 19:00,-23.75,75.00
02.05.2024 19:00 - 02.05.2024 19:15,-23.75,68.75
02.05.2024 19:15 - 02.05.2024 19:30,-23.75,62.50
02.05.2024 19:30 - 02.05.2024 19:45,-23.75,56.25
02.05.2024 19:45 - 02.05.2024 20:00,-23.75,50.00
02.05.2024 20:00 - 02.05.2024 20:15,-23.75,43.75
02.05.2024 20:15 - 02.05.2024 20:30,-23.75,37.50
02.05.2024 20:30 - 02.05.2024 20:45,-23.75,31.25
02.05.2024 20:45 - 02.05.2024 21:00,-23.75,25.00
02.05.2024 21:00 - 02.05.2024 21:15,0.00,25.00
02.05.2024 21:15 - 02.05.2024 21:30,0.00,25.00
02.05.2024 21:30 - 02.05.2024 21:45,0.00,25.00
02.05.2024 21:45 - 02.05.2024 22:00,0.00,25.00
02.05.2024 22:00 - 02.05.2024 22:15,0.00,25.00
02.05.2024 22:15 - 02.05.2024 22:30,0.00,25.00
02.05.2024 22:30 - 02.05.2024 22:45,0.00,25.00
02.05.2024 22:45 - 02.05.2024 23:00,0.00,25.00
02.05.2024 23:00 - 02.05.2024 23:15,-23.75,18.75
02.05.2024 23:15 - 02.05.2024 23:30,-23.75,12.50
02.05.2024 23:30 - 02.05.2024 23:45,-23.75,6.25
02.05.2024 23:45 - 03.05.2024 00:00,-23.75,0.00
03.05.2024 00:00 - 03.05.2024 00:15,0.00,0.00
03.05.2024 00:15 - 03.05.2024 00:30,0.00,0.00
03.05.2024 00:30 - 03.05.2024 00:45,0.00,0.00
03.05.2024 00:45 - 03.05.2024 01:00,0.00,0.00
03.05.2024 01:00 - 03.05.2024 01:15,0.00,0.00
03.05.2024 01:15 - 03.05.2024 01:30,0.00,0.00
03.05.2024 01:30 - 03.05.2024 01:45,0.00,0.00
03.05.2024 01:45 - 03.05.2024 02:00,0.00,0.00
03.05.2024 02:00 - 03.05.2024 02:15,0.00,0.00
03.05.2024 02:15 - 03.05.2024 02:30,0.00,0.00
03.05.2024 02:30 - 03.05.2024 02:45,0.00,0.00
03.05.2024 02:45 - 03.05.2024 03:00,0.00,0.00
03.05.2024 03:00 - 03.05.2024 03:15,0.00,0.00
03.05.2024 03:15 - 03.05.2024 03:30,0.00,0.00
03.05.2024 03:30 - 03.05.2024 03:45,0.00,0.00
03.05.2024 03:45 - 03.05.2024 04:00,0.00,0.00
03.05.2024 04:00 - 03.05.2024 04:15,0.00,0.00
03.05.2024 04:15 - 03.05.2024 04:30,0.00,0.00
03.05.2024 04:30 - 03.05.2024 04:45,0.00,0.00
03.05.2024 04:45 - 03.05.2024 05:00,0.00,0.00
03.05.2024 05:00 - 03.05.2024 05:15,0.00,0.00
03.05.2024 05:15 - 03.05.2024 05:30,0.00,0.00
03.05.2024 05:30 - 03.05.2024 05:45,0.00,0.00
03.05.2024 05:45 - 03.05.2024 06:00,0.00,0.00
03.05.2024 06:00 - 03.05.2024 06:15,0.00,0.00
03.05.2024 06:15 - 03.05.2024 06:30,0.00,0.00
03.05.2024 06:30 - 03.05.2024 06:45,0.00,0.00
03.05.2024 06:45 - 03.05.2024 07:00,0.00,0.00
03.05.2024 07:00 - 03.05.2024 07:15,0.00,0.00
03.05.2024 07:15 - 03.05.2024 07:30,0.00,0.00
03.05.2024 07:30 - 03.05.2024 07:45,0.00,0.00
03.05.2024 07:45 - 03.05.2024 08:00,0.00,0.00
03.05.2024 08:00 - 03.05.2024 08:15,0.00,0.00
03.05.2024 08:15 - 03.05.2024 08:30,0.00,0.00
03.05.2024 08:30 - 03.05.2024 08:45,0.00,0.00
03.05.2024 08:45 - 03.05.2024 09:00,0.00,0.00
03.05.2024 09:00 - 03.05.2024 09:15,0.00,0.00
03.05.2024 09:15 - 03.05.2024 09:30,0.00,0.00
03.05.2024 09:30 - 03.05.2024 09:45,0.00,0.00
03.05.2024 09:45 - 03.05.2024 10:00,0.00,0.00
03.05.2024 10:00 - 03.05.2024 10:15,5.26,1.25
03.05.2024 10:15 - 03.05.2024 10:30,5.26,2.50
03.05.2024 10:30 - 03.05.2024 10:45,5.26,3.75
03.05.2024 10:45 - 03.05.2024 11:00,5.26,5.00
03.05.2024 11:00 - 03.05.2024 11:15,25.00,10.94
03.05.2024 11:15 - 03.05.2024 11:30,25.00,16.87
03.05.2024 11:30 - 03.05.2024 11:45,25.00,22.81
03.05.2024 11:45 - 03.05.2024 12:00,25.00,28.75
03.05.2024 12:00 - 03.05.2024 12:15,25.00,34.69
03.05.2024 12:15 - 03.05.2024 12:30,25.00,40.62
03.05.2024 12:30 - 03.05.2024 12:45,25.00,46.56
03.05.2024 12:45 - 03.05.2024 13:00,25.00,52.50
03.05.2024 13:00 - 03.05.2024 13:15,25.00,58.44
03.05.2024 13:15 - 03.05.2024 13:30,25.00,64.37
03.05.2024 13:30 - 03.05.2024 13:45,25.00,70.31
03.05.2024 13:45 - 03.05.2024 14:00,25.00,76.25
03.05.2024 14:00 - 03.05.2024 14:15,25.00,82.19
03.05.2024 14:15 - 03.05.2024 14:30,25.00,88.12
03.05.2024 14:30 - 03.05.2024 14:45,25.00,94.06
03.05.2024 14:45 - 03.05.2024 15:00,25.00,100.00
03.05.2024 15:00 - 03.05.2024 15:15,0.00,100.00
03.05.2024 15:15 - 03.05.2024 15:30,0.00,100.00
03.05.2024 15:30 - 03.05.2024 15:45,0.00,100.00
03.05.2024 15:45 - 03.05.2024 16:00,0.00,100.00
03.05.2024 16:00 - 03.05.2024 16:15,0.00,100.00
03.05.2024 16:15 - 03.05.2024 16:30,0.00,100.00
03.05.2024 16:30 - 03.05.2024 16:45,0.00,100.00
03.05.2024 16:45 - 03.05.2024 17:00,0.00,100.00
03.05.2024 17:00 - 03.05.2024 17:15,0.00,100.00
03.05.2024 17:15 - 03.05.2024 17:30,0.00,100.00
03.05.2024 17:30 - 03.05.2024 17:45,0.00,100.00
03.05.2024 17:45 - 03.05.2024 18:00,0.00,100.00
03.05.2024 18:00 - 03.05.2024 18:15,-23.75,93.75
03.05.2024 18:15 - 03.05.2024 18:30,-23.75,87.50
03.05.2024 18:30 - 03.05.2024 18:45,-23.75,81.25
03.05.2024 18:45 - 03.05.2024 19:00,-23.75,75.00
03.05.2024 19:00 - 03.05.2024 19:15,-23.75,68.75
03.05.2024 19:15 - 03.05.2024 19:30,-23.75,62.50
03.05.2024 19:30 - 03.05.2024 19:45,-23.75,56.25
03.05.2024 19:45 - 03.05.2024 20:00,-23.75,50.00
03.05.2024 20:00 - 03.05.2024 20:15,-23.75,43.75
03.05.2024 20:15 - 03.05.2024 20:30,-23.75,37.50
03.05.2024 20:30 - 03.05.2024 20:45,-23.75,31.25
03.05.2024 20:45 - 03.05.2024 21:00,-23.75,25.00
03.05.2024 21:00 - 03.05.2024 21:15,0.00,25.00
03.05.2024 21:15 - 03.05.2024 21:30,0.00,25.00
03.05.2024 21:30 - 03.05.2024 21:45,0.00,25.00
03.05.2024 21:45 - 03.05.2024 22:00,0.00,25.00
03.05.2024 22:00 - 03.05.2024 22:15,0.00,25.00
03.05.2024 22:15 - 03.05.2024 22:30,0.00,25.00
03.05.2024 22:30 - 03.05.2024 22:45,0.00,25.00
03.05.2024 22:45 - 03.05.2024 23:00,0.00,25.00
03.05.2024 23:00 - 03.05.2024 23:15,0.00,25.00
03.05.2024 23:15 - 03.05.2024 23:30,0.00,25.00
03.05.2024 23:30 - 03.05.2024 23:45,0.00,25.00
03.05.2024 23:45 - 04.05.2024 00:00,0.00,25.00
04.05.2024 00:00 - 04.05.2024 00:15,0.00,25.00
04.05.2024 00:15 - 04.05.2024 00:30,0.00,25.00
04.05.2024 00:30 - 04.05.2024 00:45,0.00,25.00
04.05.2024 00:45 - 04.05.2024 01:00,0.00,25.00
04.05.2024 01:00 - 04.05.2024 01:15,0.00,25.00
04.05.2024 01:15 - 04.05.2024 01:30,0.00,25.00
04.05.2024 01:30 - 04.05.2024 01:45,0.00,25.00
04.05.2024 01:45 - 04.05.2024 02:00,0.00,25.00
04.05.2024 02:00 - 04.05.2024 02:15,0.00,25.00
04.05.2024 02:15 - 04.05.2024 02:30,0.00,25.00
04.05.2024 02:30 - 04.05.2024 02:45,0.00,25.00
04.05.2024 02:45 - 04.05.2024 03:00,0.00,25.00
04.05.2024 03:00 - 04.05.2024 03:15,0.00,25.00
04.05.2024 03:15 - 04.05.2024 03:30,0.00,25.00
04.05.2024 03:30 - 04.05.2024 03:45,0.00,25.00
04.05.2024 03:45 - 04.05.2024 04:00,0.00,25.00
04.05.2024 04:00 - 04.05.2024 04:15,-23.75,18.75
04.05.2024 04:15 - 04.05.2024 04:30,-23.75,12.50
04.05.2024 04:30 - 04.05.2024 04:45,-23.75,6.25
04.05.2024 04:45 - 04.05.2024 05:00,-23.75,0.00
04.05.2024 05:00 - 04.05.2024 05:15,0.00,0.00
04.05.2024 05:15 - 04.05.2024 05:30,0.00,0.00
04.05.2024 05:30 - 04.05.2024 05:45,0.00,0.00
04.05.2024 05:45 - 04.05.2024 06:00,0.00,0.00
04.05.2024 06:00 - 04.05.2024 06:15,0.00,0.00
04.05.2024 06:15 - 04.05.2024 06:30,0.00,0.00
04.05.2024 06:30 - 04.05.2024 06:45,0.00,0.00
04.05.2024 06:45 - 04.05.2024 07:00,0.00,0.00
04.05.2024 07:00 - 04.05.2024 07:15,0.00,0.00
04.05.2024 07:15 - 04.05.2024 07:30,0.00,0.00
04.05.2024 07:30 - 04.05.2024 07:45,0.00,0.00
04.05.2024 07:45 - 04.05.2024 08:00,0.00,0.00
04.05.2024 08:00 - 04.05.2024 08:15,0.00,0.00
04.05.2024 08:15 - 04.05.2024 08:30,0.00,0.00
04.05.2024 08:30 - 04.05.2024 08:45,0.00,0.00
04.05.2024 08:45 - 04.05.2024 09:00,0.00,0.00
04.05.2024 09:00 - 04.05.2024 09:15,25.00,5.94
04.05.2024 09:15 - 04.05.2024 09:30,25.00,11.87
04.05.2024 09:30 - 04.05.2024 09:45,25.00,17.81
04.05.2024 09:45 - 04.05.2024 10:00,25.00,23.75
04.05.2024 10:00 - 04.05.2024 10:15,25.00,29.69
04.05.2024 10:15 - 04.05.2024 10:30,25.00,35.62
04.05.2024 10:30 - 04.05.2024 10:45,25.00,41.56
04.05.2024 10:45 - 04.05.2024 11:00,25.00,47.50
04.05.2024 11:00 - 04.05.2024 11:15,25.00,53.44
04.05.2024 11:15 - 04.05.2024 11:30,25.00,59.37
04.05.2024 11:30 - 04.05.2024 11:45,25.00,65.31
04.05.2024 11:45 - 04.05.2024 12:00,25.00,71.25
04.05.2024 12:00 - 04.05.2024 12:15,25.00,77.19
04.05.2024 12:15 - 04.05.2024 12:30,25.00,83.12
04.05.2024 12:30 - 04.05.2024 12:45,25.00,89.06
04.05.2024 12:45 - 04.05.2024 13:00,25.00,95.00
04.05.2024 13:00 - 04.05.2024 13:15,5.26,96.25
04.05.2024 13:15 - 04.05.2024 13:30,5.26,97.50
04.05.2024 13:30 - 04.05.2024 13:45,5.26,98.75
04.05.2024 13:45 - 04.05.2024 14:00,5.26,100.00
04.05.2024 14:00 - 04.05.2024 14:15,0.00,100.00
04.05.2024 14:15 - 04.05.2024 14:30,0.00,100.00
04.05.2024 14:30 - 04.05.2024 14:45,0.00,100.00
04.05.2024 14:45 - 04.05.2024 15:00,0.00,100.00
04.05.2024 15:00 - 04.05.2024 15:15,0.00,100.00
04.05.2024 15:15 - 04.05.2024 15:30,0.00,100.00
04.05.2024 15:30 - 04.05.2024 15:45,0.00,100.00
04.05.2024 15:45 - 04.05.2024 16:00,0.00,100.00
04.05.2024 16:00 - 04.05.2024 16:15,0.00,100.00
04.05.2024 16:15 - 04.05.2024 16:30,0.00,100.00
04.05.2024 16:30 - 04.05.2024 16:45,0.00,100.00
04.05.2024 16:45 - 04.05.2024 17:00,0.00,100.00
04.05.2024 17:00 - 04.05.2024 17:15,-23.75,93.75
04.05.2024 17:15 - 04.05.2024 17:30,-23.75,87.50
04.05.2024 17:30 - 04.05.2024 17:45,-23.75,81.25
04.05.2024 17:45 - 04.05.2024 18:00,-23.75,75.00
04.05.2024 18:00 - 04.05.2024 18:15,-23.75,68.75
04.05.2024 18:15 - 04.05.2024 18:30,-23.75,62.50
04.05.2024 18:30 - 04.05.2024 18:45,-23.75,56.25
04.05.2024 18:45 - 04.05.2024 19:00,-23.75,50.00
04.05.2024 19:00 - 04.05.2024 19:15,-23.75,43.75
04.05.2024 19:15 - 04.05.2024 19:30,-23.75,37.50
04.05.2024 19:30 - 04.05.2024 19:45,-23.75,31.25
04.05.2024 19:45 - 04.05.2024 20:00,-23.75,25.00
04.05.2024 20:00 - 04.05.2024 20:15,-23.75,18.75
04.05.2024 20:15 - 04.05.2024 20:30,-23.75,12.50
04.05.2024 20:30 - 04.05.2024 20:45,-23.75,6.25
04.05.2024 20:45 - 04.05.2024 21:00,-23.75,0.00
04.05.2024 21:00 - 04.05.2024 21:15,0.00,0.00
04.05.2024 21:15 - 04.05.2024 21:30,0.00,0.00
04.05.2024 21:30 - 04.05.2024 21:45,0.00,0.00
04.05.2024 21:45 - 04.05.2024 22:00,0.00,0.00
04.05.2024 22:00 - 04.05.2024 22:15,0.00,0.00
04.05.2024 22:15 - 04.05.2024 22:30,0.00,0.00
04.05.2024 22:30 - 04.05.2024 22:45,0.00,0.00
04.05.2024 22:45 - 04.05.2024 23:00,0.00,0.00
04.05.2024 23:00 - 04.05.2024 23:15,0.00,0.00
04.05.2024 23:15 - 04.05.2024 23:30,0.00,0.00
04.05.2024 23:30 - 04.05.2024 23:45,0.00,0.00
04.05.2024 23:45 - 05.05.2024 00:00,0.00,0.00
05.05.2024 00:00 - 05.05.2024 00:15,0.00,0.00
05.05.2024 00:15 - 05.05.2024 00:30,0.00,0.00
05.05.2024 00:30 - 05.05.2024 00:45,0.00,0.00
05.05.2024 00:45 - 05.05.2024 01:00,0.00,0.00
05.05.2024 01:00 - 05.05.2024 01:15,0.00,0.00
05.05.2024 01:15 - 05.05.2024 01:30,0.00,0.00
05.05.2024 01:30 - 05.05.2024 01:45,0.00,0.00
05.05.2024 01:45 - 05.05.2024 02:00,0.00,0.00
05.05.2024 02:00 - 05.05.2024 02:15,0.00,0.00
05.05.2024 02:15 - 05.05.2024 02:30,0.00,0.00
05.05.2024 02:30 - 05.05.2024 02:45,0.00,0.00
05.05.2024 02:45 - 05.05.2024 03:00,0.00,0.00
05.05.2024 03:00 - 05.05.2024 03:15,0.00,0.00
05.05.2024 03:15 - 05.05.2024 03:30,0.00,0.00
05.05.2024 03:30 - 05.05.2024 03:45,0.00,0.00
05.05.2024 03:45 - 05.05.2024 04:00,0.00,0.00
05.05.2024 04:00 - 05.05.2024 04:15,0.00,0.00
05.05.2024 04:15 - 05.05.2024 04:30,0.00,0.00
05.05.2024 04:30 - 05.05.2024 04:45,0.00,0.00
05.05.2024 04:45 - 05.05.2024 05:00,0.00,0.00
05.05.2024 05:00 - 05.05.2024 05:15,0.00,0.00
05.05.2024 05:15 - 05.05.2024 05:30,0.00,0.00
05.05.2024 05:30 - 05.05.2024 05:45,0.00,0.00
05.05.2024 05:45 - 05.05.2024 06:00,0.00,0.00
05.05.2024 06:00 - 05.05.2024 06:15,0.00,0.00
05.05.2024 06:15 - 05.05.2024 06:30,0.00,0.00
05.05.2024 06:30 - 05.05.2024 06:45,0.00,0.00
05.05.2024 06:45 - 05.05.2024 07:00,0.00,0.00
05.05.2024 07:00 - 05.05.2024 07:15,0.00,0.00
05.05.2024 07:15 - 05.05.2024 07:30,0.00,0.00
05.05.2024 07:30 - 05.05.2024 07:45,0.00,0.00
05.05.2024 07:45 - 05.05.2024 08:00,0.00,0.00
05.05.2024 08:00 - 05.05.2024 08:15,0.00,0.00
05.05.2024 08:15 - 05.05.2024 08:30,0.00,0.00
05.05.2024 08:30 - 05.05.2024 08:45,0.00,0.00
05.05.2024 08:45 - 05.05.2024 09:00,0.00,0.00
05.05.2024 09:00 - 05.05.2024 09:15,25.00,5.94
05.05.2024 09:15 - 05.05.2024 09:30,25.00,11.87
05.05.2024 09:30 - 05.05.2024 09:45,25.00,17.81
05.05.2024 09:45 - 05.05.2024 10:00,25.00,23.75
05.05.2024 10:00 - 05.05.2024 10:15,25.00,29.69
05.05.2024 10:15 - 05.05.2024 10:30,25.00,35.62
05.05.2024 10:30 - 05.05.2024 10:45,25.00,41.56
05.05.2024 10:45 - 05.05.2024 11:00,25.00,47.50
05.05.2024 11:00 - 05.05.2024 11:15,25.00,53.44
05.05.2024 11:15 - 05.05.2024 11:30,25.00,59.37
05.05.2024 11:30 - 05.05.2024 11:45,25.00,65.31
05.05.2024 11:45 - 05.05.2024 12:00,25.00,71.25
05.05.2024 12:00 - 05.05.2024 12:15,25.00,77.19
05.05.2024 12:15 - 05.05.2024 12:30,25.00,83.12
05.05.2024 12:30 - 05.05.2024 12:45,25.00,89.06
05.05.2024 12:45 - 05.05.2024 13:00,25.00,95.00
05.05.2024 13:00 - 05.05.2024 13:15,5.26,96.25
05.05.2024 13:15 - 05.05.2024 13:30,5.26,97.50
05.05.2024 13:30 - 05.05.2024 13:45,5.26,98.75
05.05.2024 13:45 - 05.05.2024 14:00,5.26,100.00
05.05.2024 14:00 - 05.05.2024 14:15,0.00,100.00
05.05.2024 14:15 - 05.05.2024 14:30,0.00,100.00
05.05.2024 14:30 - 05.05.2024 14:45,0.00,100.00
05.05.2024 14:45 - 05.05.2024 15:00,0.00,100.00
05.05.2024 15:00 - 05.05.2024 15:15,0.00,100.00
05.05.2024 15:15 - 05.05.2024 15:30,0.00,100.00
05.05.2024 15:30 - 05.05.2024 15:45,0.00,100.00
05.05.2024 15:45 - 05.05.2024 16:00,0.00,100.00
05.05.2024 16:00 - 05.05.2024 16:15,0.00,100.00
05.05.2024 16:15 - 05.05.2024 16:30,0.00,100.00
05.05.2024 16:30 - 05.05.2024 16:45,0.00,100.00
05.05.2024 16:45 - 05.05.2024 17:00,0.00,100.00
05.05.2024 17:00 - 05.05.2024 17:15,0.00,100.00
05.05.2024 17:15 - 05.05.2024 17:30,0.00,100.00
05.05.2024 17:30 - 05.05.2024 17:45,0.00,100.00
05.05.2024 17:45 - 05.05.2024 18:00,0.00,100.00
05.05.2024 18:00 - 05.05.2024 18:15,0.00,100.00
05.05.2024 18:15 - 05.05.2024 18:30,0.00,100.00
05.05.2024 18:30 - 05.05.2024 18:45,0.00,100.00
05.05.2024 18:45 - 05.05.2024 19:00,0.00,100.00
05.05.2024 19:00 - 05.05.2024 19:15,-23.75,93.75
05.05.2024 19:15 - 05.05.2024 19:30,-23.75,87.50
05.05.2024 19:30 - 05.05.2024 19:45,-23.75,81.25
05.05.2024 19:45 - 05.05.2024 20:00,-23.75,75.00
05.05.2024 20:00 - 05.05.2024 20:15,-23.75,68.75
05.05.2024 20:15 - 05.05.2024 20:30,-23.75,62.50
05.05.2024 20:30 - 05.05.2024 20:45,-23.75,56.25
05.05.2024 20:45 - 05.05.2024 21:00,-23.75,50.00
05.05.2024 21:00 - 05.05.2024 21:15,0.00,50.00
05.05.2024 21:15 - 05.05.2024 21:30,0.00,50.00
05.05.2024 21:30 - 05.05.2024 21:45,0.00,50.00
05.05.2024 21:45 - 05.05.2024 22:00,0.00,50.00
05.05.2024 22:00 - 05.05.2024 22:15,0.00,50.00
05.05.2024 22:15 - 05.05.2024 22:30,0.00,50.00
05.05.2024 22:30 - 05.05.2024 22:45,0.00,50.00
05.05.2024 22:45 - 05.05.2024 23:00,0.00,50.00
05.05.2024 23:00 - 05.05.2024 23:15,0.00,50.00
05.05.2024 23:15 - 05.05.2024 23:30,0.00,50.00
05.05.2024 23:30 - 05.05.2024 23:45,0.00,50.00
05.05.2024 23:45 - 06.05.2024 00:00,0.00,50.00
06.05.2024 00:00 - 06.05.2024 00:15,0.00,50.00
06.05.2024 00:15 - 06.05.2024 00:30,0.00,50.00
06.05.2024 00:30 - 06.05.2024 00:45,0.00,50.00
06.05.2024 00:45 - 06.05.2024 01:00,0.00,50.00
06.05.2024 01:00 - 06.05.2024 01:15,0.00,50.00
06.05.2024 01:15 - 06.05.2024 01:30,0.00,50.00
06.05.2024 01:30 - 06.05.2024 01:45,0.00,50.00
06.05.2024 01:45 - 06.05.2024 02:00,0.00,50.00
06.05.2024 02:00 - 06.05.2024 02:15,0.00,50.00
06.05.2024 02:15 - 06.05.2024 02:30,0.00,50.00
06.05.2024 02:30 - 06.05.2024 02:45,0.00,50.00
