DateRange,INVertor Power (MW),SoC
06.05.2024 02:45 - 06.05.2024 03:00,0.00,50.00
06.05.2024 03:00 - 06.05.2024 03:15,0.00,50.00
06.05.2024 03:15 - 06.05.2024 03:30,0.00,50.00
06.05.2024 03:30 - 06.05.2024 03:45,0.00,50.00
06.05.2024 03:45 - 06.05.2024 04:00,0.00,50.00
06.05.2024 04:00 - 06.05.2024 04:15,0.00,50.00
06.05.2024 04:15 - 06.05.2024 04:30,0.00,50.00
06.05.2024 04:30 - 06.05.2024 04:45,0.00,50.00
06.05.2024 04:45 - 06.05.2024 05:00,0.00,50.00
06.05.2024 05:00 - 06.05.2024 05:15,-23.75,43.75
06.05.2024 05:15 - 06.05.2024 05:30,-23.75,37.50
06.05.2024 05:30 - 06.05.2024 05:45,-23.75,31.25
06.05.2024 05:45 - 06.05.2024 06:00,-23.75,25.00
06.05.2024 06:00 - 06.05.2024 06:15,-23.75,18.75
06.05.2024 06:15 - 06.05.2024 06:30,-23.75,12.50
06.05.2024 06:30 - 06.05.2024 06:45,-23.75,6.25
06.05.2024 06:45 - 06.05.2024 07:00,-23.75,0.00
06.05.2024 07:00 - 06.05.2024 07:15,0.00,0.00
06.05.2024 07:15 - 06.05.2024 07:30,0.00,0.00
06.05.2024 07:30 - 06.05.2024 07:45,0.00,0.00
06.05.2024 07:45 - 06.05.2024 08:00,0.00,0.00
06.05.2024 08:00 - 06.05.2024 08:15,0.00,0.00
06.05.2024 08:15 - 06.05.2024 08:30,0.00,0.00
06.05.2024 08:30 - 06.05.2024 08:45,0.00,0.00
06.05.2024 08:45 - 06.05.2024 09:00,0.00,0.00
06.05.2024 09:00 - 06.05.2024 09:15,5.26,1.25
06.05.2024 09:15 - 06.05.2024 09:30,5.26,2.50
06.05.2024 09:30 - 06.05.2024 09:45,5.26,3.75
06.05.2024 09:45 - 06.05.2024 10:00,5.26,5.00
06.05.2024 10:00 - 06.05.2024 10:15,25.00,10.94
06.05.2024 10:15 - 06.05.2024 10:30,25.00,16.87
06.05.2024 10:30 - 06.05.2024 10:45,25.00,22.81
06.05.2024 10:45 - 06.05.2024 11:00,25.00,28.75
06.05.2024 11:00 - 06.05.2024 11:15,25.00,34.69
06.05.2024 11:15 - 06.05.2024 11:30,25.00,40.62
06.05.2024 11:30 - 06.05.2024 11:45,25.00,46.56
06.05.2024 11:45 - 06.05.2024 12:00,25.00,52.50
06.05.2024 12:00 - 06.05.2024 12:15,25.00,58.44
06.05.2024 12:15 - 06.05.2024 12:30,25.00,64.37
06.05.2024 12:30 - 06.05.2024 12:45,25.00,70.31
06.05.2024 12:45 - 06.05.2024 13:00,25.00,76.25
06.05.2024 13:00 - 06.05.2024 13:15,25.00,82.19
06.05.2024 13:15 - 06.05.2024 13:30,25.00,88.12
06.05.2024 13:30 - 06.05.2024 13:45,25.00,94.06
06.05.2024 13:45 - 06.05.2024 14:00,25.00,100.00
06.05.2024 14:00 - 06.05.2024 14:15,0.00,100.00
06.05.2024 14:15 - 06.05.2024 14:30,0.00,100.00
06.05.2024 14:30 - 06.05.2024 14:45,0.00,100.00
06.05.2024 14:45 - 06.05.2024 15:00,0.00,100.00
06.05.2024 15:00 - 06.05.2024 15:15,0.00,100.00
06.05.2024 15:15 - 06.05.2024 15:30,0.00,100.00
06.05.2024 15:30 - 06.05.2024 15:45,0.00,100.00
06.05.2024 15:45 - 06.05.2024 16:00,0.00,100.00
06.05.2024 16:00 - 06.05.2024 16:15,0.00,100.00
06.05.2024 16:15 - 06.05.2024 16:30,0.00,100.00
06.05.2024 16:30 - 06.05.2024 16:45,0.00,100.00
06.05.2024 16:45 - 06.05.2024 17:00,0.00,100.00
06.05.2024 17:00 - 06.05.2024 17:15,-23.75,93.75
06.05.2024 17:15 - 06.05.2024 17:30,-23.75,87.50
06.05.2024 17:30 - 06.05.2024 17:45,-23.75,81.25
06.05.2024 17:45 - 06.05.2024 18:00,-23.75,75.00
06.05.2024 18:00 - 06.05.2024 18:15,-23.75,68.75
06.05.2024 18:15 - 06.05.2024 18:30,-23.75,62.50
06.05.2024 18:30 - 06.05.2024 18:45,-23.75,56.25
06.05.2024 18:45 - 06.05.2024 19:00,-23.75,50.00
06.05.2024 19:00 - 06.05.2024 19:15,-23.75,43.75
06.05.2024 19:15 - 06.05.2024 19:30,-23.75,37.50
06.05.2024 19:30 - 06.05.2024 19:45,-23.75,31.25
06.05.2024 19:45 - 06.05.2024 20:00,-23.75,25.00
06.05.2024 20:00 - 06.05.2024 20:15,-23.75,18.75
06.05.2024 20:15 - 06.05.2024 20:30,-23.75,12.50
06.05.2024 20:30 - 06.05.2024 20:45,-23.75,6.25
06.05.2024 20:45 - 06.05.2024 21:00,-23.75,0.00
06.05.2024 21:00 - 06.05.2024 21:15,0.00,0.00
06.05.2024 21:15 - 06.05.2024 21:30,0.00,0.00
06.05.2024 21:30 - 06.05.2024 21:45,0.00,0.00
06.05.2024 21:45 - 06.05.2024 22:00,0.00,0.00
06.05.2024 22:00 - 06.05.2024 22:15,25.00,5.94
06.05.2024 22:15 - 06.05.2024 22:30,25.00,11.87
06.05.2024 22:30 - 06.05.2024 22:45,25.00,17.81
06.05.2024 22:45 - 06.05.2024 23:00,25.00,23.75
06.05.2024 23:00 - 06.05.2024 23:15,2.63,24.37
06.05.2024 23:15 - 06.05.2024 23:30,2.63,25.00
06.05.2024 23:30 - 06.05.2024 23:45,2.63,25.62
06.05.2024 23:45 - 07.05.2024 00:00,2.63,26.25
07.05.2024 00:00 - 07.05.2024 00:15,0.00,26.25
07.05.2024 00:15 - 07.05.2024 00:30,0.00,26.25
07.05.2024 00:30 - 07.05.2024 00:45,0.00,26.25
07.05.2024 00:45 - 07.05.2024 01:00,0.00,26.25
07.05.2024 01:00 - 07.05.2024 01:15,0.00,26.25
07.05.2024 01:15 - 07.05.2024 01:30,0.00,26.25
07.05.2024 01:30 - 07.05.2024 01:45,0.00,26.25
07.05.2024 01:45 - 07.05.2024 02:00,0.00,26.25
07.05.2024 02:00 - 07.05.2024 02:15,0.00,26.25
07.05.2024 02:15 - 07.05.2024 02:30,0.00,26.25
07.05.2024 02:30 - 07.05.2024 02:45,0.00,26.25
07.05.2024 02:45 - 07.05.2024 03:00,0.00,26.25
07.05.2024 03:00 - 07.05.2024 03:15,0.00,26.25
07.05.2024 03:15 - 07.05.2024 03:30,0.00,26.25
07.05.2024 03:30 - 07.05.2024 03:45,0.00,26.25
07.05.2024 03:45 - 07.05.2024 04:00,0.00,26.25
07.05.2024 04:00 - 07.05.2024 04:15,25.00,32.19
07.05.2024 04:15 - 07.05.2024 04:30,25.00,38.12
07.05.2024 04:30 - 07.05.2024 04:45,25.00,44.06
07.05.2024 04:45 - 07.05.2024 05:00,25.00,50.00
07.05.2024 05:00 - 07.05.2024 05:15,0.00,50.00
07.05.2024 05:15 - 07.05.2024 05:30,0.00,50.00
07.05.2024 05:30 - 07.05.2024 05:45,0.00,50.00
07.05.2024 05:45 - 07.05.2024 06:00,0.00,50.00
07.05.2024 06:00 - 07.05.2024 06:15,-23.75,43.75
07.05.2024 06:15 - 07.05.2024 06:30,-23.75,37.50
07.05.2024 06:30 - 07.05.2024 06:45,-23.75,31.25
07.05.2024 06:45 - 07.05.2024 07:00,-23.75,25.00
07.05.2024 07:00 - 07.05.2024 07:15,-23.75,18.75
07.05.2024 07:15 - 07.05.2024 07:30,-23.75,12.50
07.05.2024 07:30 - 07.05.2024 07:45,-23.75,6.25
07.05.2024 07:45 - 07.05.2024 08:00,-23.75,0.00
07.05.2024 08:00 - 07.05.2024 08:15,0.00,0.00
07.05.2024 08:15 - 07.05.2024 08:30,0.00,0.00
07.05.2024 08:30 - 07.05.2024 08:45,0.00,0.00
07.05.2024 08:45 - 07.05.2024 09:00,0.00,0.00
07.05.2024 09:00 - 07.05.2024 09:15,0.00,0.00
07.05.2024 09:15 - 07.05.2024 09:30,0.00,0.00
07.05.2024 09:30 - 07.05.2024 09:45,0.00,0.00
07.05.2024 09:45 - 07.05.2024 10:00,0.00,0.00
07.05.2024 10:00 - 07.05.2024 10:15,25.00,5.94
07.05.2024 10:15 - 07.05.2024 10:30,25.00,11.87
07.05.2024 10:30 - 07.05.2024 10:45,25.00,17.81
07.05.2024 10:45 - 07.05.2024 11:00,25.00,23.75
07.05.2024 11:00 - 07.05.2024 11:15,25.00,29.69
07.05.2024 11:15 - 07.05.2024 11:30,25.00,35.62
07.05.2024 11:30 - 07.05.2024 11:45,25.00,41.56
07.05.2024 11:45 - 07.05.2024 12:00,25.00,47.50
07.05.2024 12:00 - 07.05.2024 12:15,25.00,53.44
07.05.2024 12:15 - 07.05.2024 12:30,25.00,59.37
07.05.2024 12:30 - 07.05.2024 12:45,25.00,65.31
07.05.2024 12:45 - 07.05.2024 13:00,25.00,71.25
07.05.2024 13:00 - 07.05.2024 13:15,25.00,77.19
07.05.2024 13:15 - 07.05.2024 13:30,25.00,83.12
07.05.2024 13:30 - 07.05.2024 13:45,25.00,89.06
07.05.2024 13:45 - 07.05.2024 14:00,25.00,95.00
07.05.2024 14:00 - 07.05.2024 14:15,5.26,96.25
07.05.2024 14:15 - 07.05.2024 14:30,5.26,97.50
07.05.2024 14:30 - 07.05.2024 14:45,5.26,98.75
07.05.2024 14:45 - 07.05.2024 15:00,5.26,100.00
07.05.2024 15:00 - 07.05.2024 15:15,0.00,100.00
07.05.2024 15:15 - 07.05.2024 15:30,0.00,100.00
07.05.2024 15:30 - 07.05.2024 15:45,0.00,100.00
07.05.2024 15:45 - 07.05.2024 16:00,0.00,100.00
07.05.2024 16:00 - 07.05.2024 16:15,0.00,100.00
07.05.2024 16:15 - 07.05.2024 16:30,0.00,100.00
07.05.2024 16:30 - 07.05.2024 16:45,0.00,100.00
07.05.2024 16:45 - 07.05.2024 17:00,0.00,100.00
07.05.2024 17:00 - 07.05.2024 17:15,-23.75,93.75
07.05.2024 17:15 - 07.05.2024 17:30,-23.75,87.50
07.05.2024 17:30 - 07.05.2024 17:45,-23.75,81.25
07.05.2024 17:45 - 07.05.2024 18:00,-23.75,75.00
07.05.2024 18:00 - 07.05.2024 18:15,-23.75,68.75
07.05.2024 18:15 - 07.05.2024 18:30,-23.75,62.50
07.05.2024 18:30 - 07.05.2024 18:45,-23.75,56.25
07.05.2024 18:45 - 07.05.2024 19:00,-23.75,50.00
07.05.2024 19:00 - 07.05.2024 19:15,-23.75,43.75
07.05.2024 19:15 - 07.05.2024 19:30,-23.75,37.50
07.05.2024 19:30 - 07.05.2024 19:45,-23.75,31.25
07.05.2024 19:45 - 07.05.2024 20:00,-23.75,25.00
07.05.2024 20:00 - 07.05.2024 20:15,-23.75,18.75
07.05.2024 20:15 - 07.05.2024 20:30,-23.75,12.50
07.05.2024 20:30 - 07.05.2024 20:45,-23.75,6.25
07.05.2024 20:45 - 07.05.2024 21:00,-23.75,0.00
07.05.2024 21:00 - 07.05.2024 21:15,0.00,0.00
07.05.2024 21:15 - 07.05.2024 21:30,0.00,0.00
07.05.2024 21:30 - 07.05.2024 21:45,0.00,0.00
07.05.2024 21:45 - 07.05.2024 22:00,0.00,0.00
07.05.2024 22:00 - 07.05.2024 22:15,25.00,5.94
07.05.2024 22:15 - 07.05.2024 22:30,25.00,11.87
07.05.2024 22:30 - 07.05.2024 22:45,25.00,17.81
07.05.2024 22:45 - 07.05.2024 23:00,25.00,23.75
07.05.2024 23:00 - 07.05.2024 23:15,25.00,29.69
07.05.2024 23:15 - 07.05.2024 23:30,25.00,35.62
07.05.2024 23:30 - 07.05.2024 23:45,25.00,41.56
07.05.2024 23:45 - 08.05.2024 00:00,25.00,47.50
08.05.2024 00:00 - 08.05.2024 00:15,0.00,47.50
08.05.2024 00:15 - 08.05.2024 00:30,0.00,47.50
08.05.2024 00:30 - 08.05.2024 00:45,0.00,47.50
08.05.2024 00:45 - 08.05.2024 01:00,0.00,47.50
08.05.2024 01:00 - 08.05.2024 01:15,0.00,47.50
08.05.2024 01:15 - 08.05.2024 01:30,0.00,47.50
08.05.2024 01:30 - 08.05.2024 01:45,0.00,47.50
08.05.2024 01:45 - 08.05.2024 02:00,0.00,47.50
08.05.2024 02:00 - 08.05.2024 02:15,3.95,48.44
08.05.2024 02:15 - 08.05.2024 02:30,3.95,49.37
08.05.2024 02:30 - 08.05.2024 02:45,3.95,50.31
08.05.2024 02:45 - 08.05.2024 03:00,3.95,51.25
08.05.2024 03:00 - 08.05.2024 03:15,25.00,57.19
08.05.2024 03:15 - 08.05.2024 03:30,25.00,63.12
08.05.2024 03:30 - 08.05.2024 03:45,25.00,69.06
08.05.2024 03:45 - 08.05.2024 04:00,25.00,75.00
08.05.2024 04:00 - 08.05.2024 04:15,0.00,75.00
08.05.2024 04:15 - 08.05.2024 04:30,0.00,75.00
08.05.2024 04:30 - 08.05.2024 04:45,0.00,75.00
08.05.2024 04:45 - 08.05.2024 05:00,0.00,75.00
08.05.2024 05:00 - 08.05.2024 05:15,-23.75,68.75
08.05.2024 05:15 - 08.05.2024 05:30,-23.75,62.50
08.05.2024 05:30 - 08.05.2024 05:45,-23.75,56.25
08.05.2024 05:45 - 08.05.2024 06:00,-23.75,50.00
08.05.2024 06:00 - 08.05.2024 06:15,-23.75,43.75
08.05.2024 06:15 - 08.05.2024 06:30,-23.75,37.50
08.05.2024 06:30 - 08.05.2024 06:45,-23.75,31.25
08.05.2024 06:45 - 08.05.2024 07:00,-23.75,25.00
08.05.2024 07:00 - 08.05.2024 07:15,-23.75,18.75
08.05.2024 07:15 - 08.05.2024 07:30,-23.75,12.50
08.05.2024 07:30 - 08.05.2024 07:45,-23.75,6.25
08.05.2024 07:45 - 08.05.2024 08:00,-23.75,0.00
08.05.2024 08:00 - 08.05.2024 08:15,0.00,0.00
08.05.2024 08:15 - 08.05.2024 08:30,0.00,0.00
08.05.2024 08:30 - 08.05.2024 08:45,0.00,0.00
08.05.2024 08:45 - 08.05.2024 09:00,0.00,0.00
08.05.2024 09:00 - 08.05.2024 09:15,0.00,0.00
08.05.2024 09:15 - 08.05.2024 09:30,0.00,0.00
08.05.2024 09:30 - 08.05.2024 09:45,0.00,0.00
08.05.2024 09:45 - 08.05.2024 10:00,0.00,0.00
08.05.2024 10:00 - 08.05.2024 10:15,5.26,1.25
08.05.2024 10:15 - 08.05.2024 10:30,5.26,2.50
08.05.2024 10:30 - 08.05.2024 10:45,5.26,3.75
08.05.2024 10:45 - 08.05.2024 11:00,5.26,5.00
08.05.2024 11:00 - 08.05.2024 11:15,25.00,10.94
08.05.2024 11:15 - 08.05.2024 11:30,25.00,16.87
08.05.2024 11:30 - 08.05.2024 11:45,25.00,22.81
08.05.2024 11:45 - 08.05.2024 12:00,25.00,28.75
08.05.2024 12:00 - 08.05.2024 12:15,25.00,34.69
08.05.2024 12:15 - 08.05.2024 12:30,25.00,40.62
08.05.2024 12:30 - 08.05.2024 12:45,25.00,46.56
08.05.2024 12:45 - 08.05.2024 13:00,25.00,52.50
08.05.2024 13:00 - 08.05.2024 13:15,25.00,58.44
08.05.2024 13:15 - 08.05.2024 13:30,25.00,64.37
08.05.2024 13:30 - 08.05.2024 13:45,25.00,70.31
08.05.2024 13:45 - 08.05.2024 14:00,25.00,76.25
08.05.2024 14:00 - 08.05.2024 14:15,25.00,82.19
08.05.2024 14:15 - 08.05.2024 14:30,25.00,88.12
08.05.2024 14:30 - 08.05.2024 14:45,25.00,94.06
08.05.2024 14:45 - 08.05.2024 15:00,25.00,100.00
08.05.2024 15:00 - 08.05.2024 15:15,0.00,100.00
08.05.2024 15:15 - 08.05.2024 15:30,0.00,100.00
08.05.2024 15:30 - 08.05.2024 15:45,0.00,100.00
08.05.2024 15:45 - 08.05.2024 16:00,0.00,100.00
08.05.2024 16:00 - 08.05.2024 16:15,0.00,100.00
08.05.2024 16:15 - 08.05.2024 16:30,0.00,100.00
08.05.2024 16:30 - 08.05.2024 16:45,0.00,100.00
08.05.2024 16:45 - 08.05.2024 17:00,0.00,100.00
08.05.2024 17:00 - 08.05.2024 17:15,-23.75,93.75
08.05.2024 17:15 - 08.05.2024 17:30,-23.75,87.50
08.05.2024 17:30 - 08.05.2024 17:45,-23.75,81.25
08.05.2024 17:45 - 08.05.2024 18:00,-23.75,75.00
08.05.2024 18:00 - 08.05.2024 18:15,-23.75,68.75
08.05.2024 18:15 - 08.05.2024 18:30,-23.75,62.50
08.05.2024 18:30 - 08.05.2024 18:45,-23.75,56.25
08.05.2024 18:45 - 08.05.2024 19:00,-23.75,50.00
08.05.2024 19:00 - 08.05.2024 19:15,-23.75,43.75
08.05.2024 19:15 - 08.05.2024 19:30,-23.75,37.50
08.05.2024 19:30 - 08.05.2024 19:45,-23.75,31.25
08.05.2024 19:45 - 08.05.2024 20:00,-23.75,25.00
08.05.2024 20:00 - 08.05.2024 20:15,-23.75,18.75
08.05.2024 20:15 - 08.05.2024 20:30,-23.75,12.50
08.05.2024 20:30 - 08.05.2024 20:45,-23.75,6.25
08.05.2024 20:45 - 08.05.2024 21:00,-23.75,0.00
08.05.2024 21:00 - 08.05.2024 21:15,0.00,0.00
08.05.2024 21:15 - 08.05.2024 21:30,0.00,0.00
08.05.2024 21:30 - 08.05.2024 21:45,0.00,0.00
08.05.2024 21:45 - 08.05.2024 22:00,0.00,0.00
08.05.2024 22:00 - 08.05.2024 22:15,0.00,0.00
08.05.2024 22:15 - 08.05.2024 22:30,0.00,0.00
08.05.2024 22:30 - 08.05.2024 22:45,0.00,0.00
08.05.2024 22:45 - 08.05.2024 23:00,0.00,0.00
08.05.2024 23:00 - 08.05.2024 23:15,0.00,0.00
08.05.2024 23:15 - 08.05.2024 23:30,0.00,0.00
08.05.2024 23:30 - 08.05.2024 23:45,0.00,0.00
08.05.2024 23:45 - 09.05.2024 00:00,0.00,0.00
09.05.2024 00:00 - 09.05.2024 00:15,0.00,0.00
09.05.2024 00:15 - 09.05.2024 00:30,0.00,0.00
09.05.2024 00:30 - 09.05.2024 00:45,0.00,0.00
09.05.2024 00:45 - 09.05.2024 01:00,0.00,0.00
09.05.2024 01:00 - 09.05.2024 01:15,0.00,0.00
09.05.2024 01:15 - 09.05.2024 01:30,0.00,0.00
09.05.2024 01:30 - 09.05.2024 01:45,0.00,0.00
09.05.2024 01:45 - 09.05.2024 02:00,0.00,0.00
09.05.2024 02:00 - 09.05.2024 02:15,0.00,0.00
09.05.2024 02:15 - 09.05.2024 02:30,0.00,0.00
09.05.2024 02:30 - 09.05.2024 02:45,0.00,0.00
09.05.2024 02:45 - 09.05.2024 03:00,0.00,0.00
09.05.2024 03:00 - 09.05.2024 03:15,0.00,0.00
09.05.2024 03:15 - 09.05.2024 03:30,0.00,0.00
09.05.2024 03:30 - 09.05.2024 03:45,0.00,0.00
09.05.2024 03:45 - 09.05.2024 04:00,0.00,0.00
09.05.2024 04:00 - 09.05.2024 04:15,0.00,0.00
09.05.2024 04:15 - 09.05.2024 04:30,0.00,0.00
09.05.2024 04:30 - 09.05.2024 04:45,0.00,0.00
09.05.2024 04:45 - 09.05.2024 05:00,0.00,0.00
09.05.2024 05:00 - 09.05.2024 05:15,0.00,0.00
09.05.2024 05:15 - 09.05.2024 05:30,0.00,0.00
09.05.2024 05:30 - 09.05.2024 05:45,0.00,0.00
09.05.2024 05:45 - 09.05.2024 06:00,0.00,0.00
09.05.2024 06:00 - 09.05.2024 06:15,0.00,0.00
09.05.2024 06:15 - 09.05.2024 06:30,0.00,0.00
09.05.2024 06:30 - 09.05.2024 06:45,0.00,0.00
09.05.2024 06:45 - 09.05.2024 07:00,0.00,0.00
09.05.2024 07:00 - 09.05.2024 07:15,0.00,0.00
09.05.2024 07:15 - 09.05.2024 07:30,0.00,0.00
09.05.2024 07:30 - 09.05.2024 07:45,0.00,0.00
09.05.2024 07:45 - 09.05.2024 08:00,0.00,0.00
09.05.2024 08:00 - 09.05.2024 08:15,0.00,0.00
09.05.2024 08:15 - 09.05.2024 08:30,0.00,0.00
09.05.2024 08:30 - 09.05.2024 08:45,0.00,0.00
09.05.2024 08:45 - 09.05.2024 09:00,0.00,0.00
09.05.2024 09:00 - 09.05.2024 09:15,25.00,5.94
09.05.2024 09:15 - 09.05.2024 09:30,25.00,11.87
09.05.2024 09:30 - 09.05.2024 09:45,25.00,17.81
09.05.2024 09:45 - 09.05.2024 10:00,25.00,23.75
09.05.2024 10:00 - 09.05.2024 10:15,25.00,29.69
09.05.2024 10:15 - 09.05.2024 10:30,25.00,35.62
09.05.2024 10:30 - 09.05.2024 10:45,25.00,41.56
09.05.2024 10:45 - 09.05.2024 11:00,25.00,47.50
09.05.2024 11:00 - 09.05.2024 11:15,25.00,53.44
09.05.2024 11:15 - 09.05.2024 11:30,25.00,59.37
09.05.2024 11:30 - 09.05.2024 11:45,25.00,65.31
09.05.2024 11:45 - 09.05.2024 12:00,25.00,71.25
09.05.2024 12:00 - 09.05.2024 12:15,25.00,77.19
09.05.2024 12:15 - 09.05.2024 12:30,25.00,83.12
09.05.2024 12:30 - 09.05.2024 12:45,25.00,89.06
09.05.2024 12:45 - 09.05.2024 13:00,25.00,95.00
09.05.2024 13:00 - 09.05.2024 13:15,5.26,96.25
09.05.2024 13:15 - 09.05.2024 13:30,5.26,97.50
09.05.2024 13:30 - 09.05.2024 13:45,5.26,98.75
09.05.2024 13:45 - 09.05.2024 14:00,5.26,100.00
09.05.2024 14:00 - 09.05.2024 14:15,0.00,100.00
09.05.2024 14:15 - 09.05.2024 14:30,0.00,100.00
09.05.2024 14:30 - 09.05.2024 14:45,0.00,100.00
09.05.2024 14:45 - 09.05.2024 15:00,0.00,100.00
09.05.2024 15:00 - 09.05.2024 15:15,0.00,100.00
09.05.2024 15:15 - 09.05.2024 15:30,0.00,100.00
09.05.2024 15:30 - 09.05.2024 15:45,0.00,100.00
09.05.2024 15:45 - 09.05.2024 16:00,0.00,100.00
09.05.2024 16:00 - 09.05.2024 16:15,0.00,100.00
09.05.2024 16:15 - 09.05.2024 16:30,0.00,100.00
09.05.2024 16:30 - 09.05.2024 16:45,0.00,100.00
09.05.2024 16:45 - 09.05.2024 17:00,0.00,100.00
09.05.2024 17:00 - 09.05.2024 17:15,0.00,100.00
09.05.2024 17:15 - 09.05.2024 17:30,0.00,100.00
09.05.2024 17:30 - 09.05.2024 17:45,0.00,100.00
09.05.2024 17:45 - 09.05.2024 18:00,0.00,100.00
09.05.2024 18:00 - 09.05.2024 18:15,-23.75,93.75
09.05.2024 18:15 - 09.05.2024 18:30,-23.75,87.50
09.05.2024 18:30 - 09.05.2024 18:45,-23.75,81.25
09.05.2024 18:45 - 09.05.2024 19:00,-23.75,75.00
09.05.2024 19:00 - 09.05.2024 19:15,-23.75,68.75
09.05.2024 19:15 - 09.05.2024 19:30,-23.75,62.50
09.05.2024 19:30 - 09.05.2024 19:45,-23.75,56.25
09.05.2024 19:45 - 09.05.2024 20:00,-23.75,50.00
09.05.2024 20:00 - 09.05.2024 20:15,-23.75,43.75
09.05.2024 20:15 - 09.05.2024 20:30,-23.75,37.50
09.05.2024 20:30 - 09.05.2024 20:45,-23.75,31.25
09.05.2024 20:45 - 09.05.2024 21:00,-23.75,25.00
09.05.2024 21:00 - 09.05.2024 21:15,0.00,25.00
09.05.2024 21:15 - 09.05.2024 21:30,0.00,25.00
09.05.2024 21:30 - 09.05.2024 21:45,0.00,25.00
09.05.2024 21:45 - 09.05.2024 22:00,0.00,25.00
09.05.2024 22:00 - 09.05.2024 22:15,25.00,30.94
09.05.2024 22:15 - 09.05.2024 22:30,25.00,36.87
09.05.2024 22:30 - 09.05.2024 22:45,25.00,42.81
09.05.2024 22:45 - 09.05.2024 23:00,25.00,48.75
09.05.2024 23:00 - 09.05.2024 23:15,25.00,54.69
09.05.2024 23:15 - 09.05.2024 23:30,25.00,60.62
09.05.2024 23:30 - 09.05.2024 23:45,25.00,66.56
09.05.2024 23:45 - 10.05.2024 00:00,25.00,72.50
10.05.2024 00:00 - 10.05.2024 00:15,0.00,72.50
10.05.2024 00:15 - 10.05.2024 00:30,0.00,72.50
10.05.2024 00:30 - 10.05.2024 00:45,0.00,72.50
10.05.2024 00:45 - 10.05.2024 01:00,0.00,72.50
10.05.2024 01:00 - 10.05.2024 01:15,3.95,73.44
10.05.2024 01:15 - 10.05.2024 01:30,3.95,74.37
10.05.2024 01:30 - 10.05.2024 01:45,3.95,75.31
10.05.2024 01:45 - 10.05.2024 02:00,3.95,76.25
10.05.2024 02:00 - 10.05.2024 02:15,0.00,76.25
10.05.2024 02:15 - 10.05.2024 02:30,0.00,76.25
10.05.2024 02:30 - 10.05.2024 02:45,0.00,76.25
10.05.2024 02:45 - 10.05.2024 03:00,0.00,76.25
10.05.2024 03:00 - 10.05.2024 03:15,0.00,76.25
10.05.2024 03:15 - 10.05.2024 03:30,0.00,76.25
10.05.2024 03:30 - 10.05.2024 03:45,0.00,76.25
10.05.2024 03:45 - 10.05.2024 04:00,0.00,76.25
10.05.2024 04:00 - 10.05.2024 04:15,25.00,82.19
10.05.2024 04:15 - 10.05.2024 04:30,25.00,88.12
10.05.2024 04:30 - 10.05.2024 04:45,25.00,94.06
10.05.2024 04:45 - 10.05.2024 05:00,25.00,100.00
10.05.2024 05:00 - 10.05.2024 05:15,-23.75,93.75
10.05.2024 05:15 - 10.05.2024 05:30,-23.75,87.50
10.05.2024 05:30 - 10.05.2024 05:45,-23.75,81.25
10.05.2024 05:45 - 10.05.2024 06:00,-23.75,75.00
10.05.2024 06:00 - 10.05.2024 06:15,-23.75,68.75
10.05.2024 06:15 - 10.05.2024 06:30,-23.75,62.50
10.05.2024 06:30 - 10.05.2024 06:45,-23.75,56.25
10.05.2024 06:45 - 10.05.2024 07:00,-23.75,50.00
10.05.2024 07:00 - 10.05.2024 07:15,0.00,50.00
10.05.2024 07:15 - 10.05.2024 07:30,0.00,50.00
10.05.2024 07:30 - 10.05.2024 07:45,0.00,50.00
10.05.2024 07:45 - 10.05.2024 08:00,0.00,50.00
10.05.2024 08:00 - 10.05.2024 08:15,0.00,50.00
10.05.2024 08:15 - 10.05.2024 08:30,0.00,50.00
10.05.2024 08:30 - 10.05.2024 08:45,0.00,50.00
10.05.2024 08:45 - 10.05.2024 09:00,0.00,50.00
10.05.2024 09:00 - 10.05.2024 09:15,25.00,55.94
10.05.2024 09:15 - 10.05.2024 09:30,25.00,61.87
10.05.2024 09:30 - 10.05.2024 09:45,25.00,67.81
10.05.2024 09:45 - 10.05.2024 10:00,25.00,73.75
10.05.2024 10:00 - 10.05.2024 10:15,25.00,79.69
10.05.2024 10:15 - 10.05.2024 10:30,25.00,85.62
10.05.2024 10:30 - 10.05.2024 10:45,25.00,91.56
10.05.2024 10:45 - 10.05.2024 11:00,25.00,97.50
10.05.2024 11:00 - 10.05.2024 11:15,2.63,98.12
10.05.2024 11:15 - 10.05.2024 11:30,2.63,98.75
10.05.2024 11:30 - 10.05.2024 11:45,2.63,99.37
10.05.2024 11:45 - 10.05.2024 12:00,2.63,100.00
10.05.2024 12:00 - 10.05.2024 12:15,0.00,100.00
10.05.2024 12:15 - 10.05.2024 12:30,0.00,100.00
10.05.2024 12:30 - 10.05.2024 12:45,0.00,100.00
10.05.2024 12:45 - 10.05.2024 13:00,0.00,100.00
10.05.2024 13:00 - 10.05.2024 13:15,0.00,100.00
10.05.2024 13:15 - 10.05.2024 13:30,0.00,100.00
10.05.2024 13:30 - 10.05.2024 13:45,0.00,100.00
10.05.2024 13:45 - 10.05.2024 14:00,0.00,100.00
10.05.2024 14:00 - 10.05.2024 14:15,0.00,100.00
10.05.2024 14:15 - 10.05.2024 14:30,0.00,100.00
10.05.2024 14:30 - 10.05.2024 14:45,0.00,100.00
10.05.2024 14:45 - 10.05.2024 15:00,0.00,100.00
